qid,text
838,how did the u.s. rocky mountains come to look the way they do today
839,what does the song swing low sweet chariot mean
840,where is monterrey mexico located on a map
841,who wrote the music score for lord of the rings
842,sports betting is only legal in four states of the u.s. they are
843,when was the first lds general conference held
844,when were books of the new testament written
845,why was the national association of manufacturers formed
846,where did the perks of being a wallflower take place
847,who organized the august 1991 coup attempt in the soviet union
848,where was the movie cahill us marshal filmed
849,primary finding of the minnesota study of twins reared apart
850,is the grocery store on guy's grocery games a real store
851,who is commander in chief of us military forces
852,who do you play as in red dead redemtion 2
853,one result of the spanish american war of 1898 was that the united states was
854,what was most important element in greek medicine
855,does the privacy act of 1974 apply to corporations
856,how many episodes in season 4 of agents of shield
857,where do they go in ferris bueller's day off
858,who sang the original version of without you
859,how many world cup appearances does germany have
860,do you need a pistol permit to shoot at a range in ny
861,where was the lord of the rings trilogy filmed
862,who won the 1401 competition for the bronze doors for the baptistery in florence
863,who developed the method of volume by water displacement
864,when did the first apple product come out
865,when does season 6 of house of cards start
866,who is lead singer of fall out boy
867,where is the columbia river located on a map
868,who came up with the seperation of powers
869,when did athens become the capital of greece
